subscription_id,customer_id,plan_type,monthly_fee,start_date,end_date,status
982,1506,Standard,499,2024-02-18,2024-06-06,Cancelled
983,1626,Standard,499,2022-01-21,2022-09-03,Active
984,171,Standard,499,2023-09-02,2024-07-03,Active
985,1489,Basic,299,2022-09-21,2023-05-03,Active
986,929,Standard,499,2023-01-20,2023-12-03,Active
987,148,Standard,499,2022-05-20,2023-02-14,Active
988,1877,Basic,299,2022-01-05,2022-02-10,Cancelled
989,1496,Premium,699,2023-01-19,2023-10-27,Active
990,852,Standard,499,2024-09-20,2025-04-29,Active
991,631,Premium,699,2023-08-26,2023-10-31,Active
992,80,Basic,299,2023-01-30,2023-12-15,Active
993,1563,Standard,499,2024-09-07,2025-02-14,Cancelled
994,1540,Premium,699,2022-12-23,2023-10-09,Cancelled
995,1301,Premium,699,2023-01-13,2023-03-13,Active
996,1898,Standard,499,2024-01-24,2024-06-28,Active
997,71,Standard,499,2023-10-09,2023-11-22,Active
998,1322,Basic,299,2022-09-25,2023-08-30,Active
999,1395,Basic,299,2022-09-18,2023-02-21,Active
1000,1950,Premium,699,2024-05-11,2024-08-31,Active
1001,1579,Basic,299,2023-10-22,2024-06-04,Active
1002,1201,Basic,299,2023-06-15,2023-10-19,Cancelled
1003,340,Standard,499,2022-09-16,2023-03-19,Active
1004,1092,Premium,699,2024-06-26,2025-02-06,Active
1005,1504,Standard,499,2024-02-10,2024-04-25,Active
1006,1173,Standard,499,2024-04-13,2024-07-25,Active
1007,430,Premium,699,2023-02-12,2023-08-18,Active
1008,345,Standard,499,2022-01-02,2022-03-22,Active
1009,1427,Standard,499,2023-06-22,2024-02-20,Active
1010,1502,Standard,499,2022-06-24,2022-10-22,Active
1011,1442,Basic,299,2022-07-22,2023-04-27,Active
1012,1943,Basic,299,2023-04-07,2024-02-21,Cancelled
1013,381,Basic,299,2022-03-02,2022-07-03,Cancelled
1014,393,Standard,499,2024-07-12,2025-03-08,Active
1015,1870,Premium,699,2022-04-22,2023-04-12,Active
1016,601,Basic,299,2023-01-22,2023-04-25,Active
1017,701,Basic,299,2023-08-23,2024-01-20,Active
1018,1378,Basic,299,2022-01-10,2022-03-12,Active
1019,1957,Basic,299,2023-11-13,2024-10-06,Cancelled
1020,86,Basic,299,2022-08-05,2023-05-29,Cancelled
1021,770,Premium,699,2023-06-17,2023-11-30,Cancelled
1022,970,Standard,499,2023-09-11,2024-05-17,Active
1023,1397,Standard,499,2022-11-19,2023-04-20,Cancelled
1024,1363,Standard,499,2023-01-23,2023-12-31,Active
1025,730,Standard,499,2024-04-05,2024-06-25,Active
1026,1783,Premium,699,2023-02-16,2023-05-28,Active
1027,252,Premium,699,2022-10-14,2023-03-20,Active
1028,1267,Premium,699,2023-11-06,2024-08-05,Active
1029,1353,Basic,299,2022-01-04,2022-12-26,Cancelled
1030,1665,Standard,499,2022-01-18,2023-01-07,Active
1031,94,Premium,699,2022-11-30,2023-08-14,Active
1032,993,Standard,499,2024-01-27,2025-01-04,Cancelled
1033,714,Standard,499,2024-08-19,2025-05-19,Cancelled
1034,1756,Premium,699,2024-07-15,2024-10-04,Cancelled
1035,602,Premium,699,2022-07-19,2022-10-30,Cancelled
1036,1795,Premium,699,2024-03-14,2024-12-27,Active
1037,1020,Basic,299,2022-11-05,2023-09-11,Cancelled
1038,957,Basic,299,2024-07-06,2025-03-21,Cancelled
1039,988,Premium,699,2023-07-08,2023-12-08,Active
1040,350,Premium,699,2023-12-18,2024-03-02,Active
1041,1466,Basic,299,2022-06-14,2022-12-28,Cancelled
1042,1570,Standard,499,2022-08-14,2023-01-22,Active
1043,1949,Premium,699,2022-05-07,2022-08-14,Cancelled
1044,1298,Premium,699,2023-05-19,2023-08-03,Cancelled
1045,682,Basic,299,2024-08-12,2025-07-02,Cancelled
1046,1231,Basic,299,2023-10-22,2024-05-14,Active
1047,1470,Premium,699,2024-01-24,2024-09-05,Active
1048,1608,Premium,699,2024-09-16,2025-05-27,Cancelled
1049,458,Standard,499,2022-04-29,2022-10-24,Active
1050,183,Standard,499,2024-01-29,2024-12-27,Cancelled
1051,1525,Basic,299,2023-08-10,2024-03-15,Active
1052,642,Standard,499,2023-08-14,2023-09-13,Active
1053,1209,Premium,699,2022-07-14,2023-02-27,Cancelled
1054,655,Standard,499,2024-03-27,2024-06-29,Active
1055,1233,Premium,699,2022-08-16,2022-11-08,Active
1056,1103,Standard,499,2022-11-20,2023-03-04,Cancelled
1057,608,Basic,299,2023-05-27,2024-02-14,Active
1058,581,Basic,299,2024-02-04,2024-03-22,Active
1059,633,Premium,699,2023-12-07,2024-03-09,Active
1060,1737,Premium,699,2023-08-11,2024-05-11,Active
1061,442,Standard,499,2022-10-26,2023-06-05,Active
1062,1660,Standard,499,2022-06-06,2022-10-21,Cancelled
1063,1914,Basic,299,2023-12-19,2024-02-13,Cancelled
1064,1590,Basic,299,2024-05-27,2025-03-02,Cancelled
1065,613,Premium,699,2024-07-23,2024-11-11,Cancelled
1066,1123,Standard,499,2022-12-12,2023-08-15,Active
1067,714,Standard,499,2023-02-05,2023-04-12,Active
1068,580,Standard,499,2023-12-15,2024-04-22,Cancelled
1069,1123,Standard,499,2022-04-10,2022-07-16,Active
1070,1621,Premium,699,2024-06-05,2024-08-01,Cancelled
1071,1454,Standard,499,2023-04-14,2024-04-13,Active
1072,282,Standard,499,2023-12-14,2024-09-16,Active
1073,297,Basic,299,2022-08-12,2022-12-20,Cancelled
1074,19,Standard,499,2024-01-14,2024-12-03,Active
1075,1609,Basic,299,2023-01-21,2023-09-26,Active
1076,345,Basic,299,2022-04-09,2022-11-07,Cancelled
1077,368,Basic,299,2022-05-01,2023-02-18,Active
1078,1216,Standard,499,2024-09-20,2025-01-04,Active
1079,828,Basic,299,2022-02-04,2022-05-05,Active
1080,1001,Standard,499,2023-12-06,2024-11-05,Cancelled
1081,1337,Premium,699,2023-01-20,2023-04-05,Cancelled
1082,1772,Premium,699,2023-01-27,2023-07-16,Active
1083,912,Standard,499,2022-01-12,2022-04-13,Active
1084,250,Standard,499,2023-10-19,2024-08-04,Active
1085,1202,Premium,699,2023-08-10,2024-05-11,Active
1086,1527,Basic,299,2024-03-24,2025-02-20,Active
1087,992,Premium,699,2023-12-21,2024-08-29,Active
1088,257,Basic,299,2022-11-30,2023-01-31,Cancelled
1089,1766,Premium,699,2022-07-09,2023-03-03,Cancelled
1090,41,Standard,499,2023-07-24,2024-05-23,Cancelled
1091,1086,Standard,499,2022-03-07,2022-12-27,Cancelled
1092,1104,Premium,699,2024-04-18,2025-04-16,Active
1093,1543,Basic,299,2024-09-15,2024-12-14,Active
1094,1227,Premium,699,2022-07-04,2022-08-05,Active
1095,1640,Standard,499,2022-05-06,2022-06-25,Active
1096,423,Premium,699,2022-06-15,2022-08-28,Active
1097,1744,Basic,299,2022-03-28,2022-06-29,Active
1098,745,Premium,699,2022-06-25,2023-02-26,Cancelled
1099,1348,Basic,299,2022-09-12,2023-03-14,Active
1100,1937,Premium,699,2024-07-15,2025-01-11,Active
1101,912,Basic,299,2023-08-14,2024-05-21,Active
1102,1071,Standard,499,2023-09-13,2024-07-14,Active
1103,1409,Basic,299,2023-11-10,2024-01-01,Active
1104,386,Basic,299,2022-11-03,2023-03-23,Cancelled
1105,1234,Premium,699,2022-08-10,2023-07-08,Active
1106,264,Premium,699,2023-09-30,2024-06-02,Active
1107,523,Standard,499,2023-01-26,2024-01-23,Cancelled
1108,820,Standard,499,2022-03-27,2022-09-03,Active
1109,1926,Premium,699,2022-05-27,2023-03-27,Active
1110,1290,Premium,699,2022-10-03,2023-09-22,Active
1111,395,Premium,699,2023-01-17,2023-12-01,Active
1112,1681,Premium,699,2023-09-12,2024-01-03,Active
1113,315,Standard,499,2024-03-17,2024-11-24,Active
1114,1975,Premium,699,2022-09-11,2022-11-19,Active
1115,1089,Basic,299,2023-12-02,2024-10-07,Active
1116,675,Premium,699,2022-04-02,2022-11-03,Cancelled
1117,1594,Standard,499,2022-05-30,2022-10-22,Active
1118,201,Standard,499,2024-09-19,2025-02-09,Active
1119,216,Basic,299,2022-06-29,2023-04-24,Cancelled
1120,628,Premium,699,2024-04-21,2025-01-26,Active
1121,715,Premium,699,2023-08-09,2024-01-30,Active
1122,1245,Basic,299,2024-07-07,2024-08-30,Active
1123,1939,Standard,499,2022-07-05,2023-01-27,Cancelled
1124,1389,Premium,699,2023-07-19,2024-06-17,Cancelled
1125,825,Standard,499,2023-08-30,2023-12-03,Active
1126,1407,Premium,699,2024-01-01,2024-04-19,Active
1127,293,Standard,499,2023-08-05,2024-01-18,Active
1128,1486,Premium,699,2024-09-24,2025-05-01,Cancelled
1129,511,Premium,699,2023-09-16,2024-05-17,Cancelled
1130,375,Standard,499,2022-12-29,2023-09-24,Active
1131,565,Standard,499,2023-06-18,2023-11-12,Active
1132,1758,Basic,299,2024-08-28,2025-03-02,Active
1133,641,Basic,299,2023-10-12,2023-12-21,Active
1134,492,Basic,299,2022-06-19,2023-05-09,Active
1135,1523,Standard,499,2023-07-22,2024-04-29,Cancelled
1136,22,Standard,499,2023-11-25,2024-09-10,Cancelled
1137,280,Standard,499,2023-05-25,2024-03-13,Active
1138,1387,Premium,699,2023-12-16,2024-03-18,Active
1139,1263,Basic,299,2024-07-21,2024-08-23,Cancelled
1140,1439,Premium,699,2024-02-07,2024-08-31,Active
1141,1514,Premium,699,2024-08-31,2025-06-27,Active
1142,87,Premium,699,2023-04-05,2023-07-30,Active
1143,1807,Premium,699,2024-07-14,2024-12-06,Active
1144,752,Basic,299,2023-06-11,2024-01-07,Cancelled
1145,866,Standard,499,2023-01-24,2023-05-21,Active
1146,232,Standard,499,2024-07-24,2024-12-28,Cancelled
1147,1743,Basic,299,2022-10-25,2023-04-26,Active
1148,543,Basic,299,2022-01-03,2022-12-22,Active
1149,446,Standard,499,2024-08-09,2025-08-03,Active
1150,1830,Basic,299,2024-08-15,2025-05-09,Cancelled
1151,1738,Standard,499,2022-02-28,2022-09-28,Active
1152,943,Standard,499,2022-11-02,2023-06-01,Active
1153,717,Premium,699,2022-07-10,2023-03-02,Active
1154,208,Standard,499,2023-05-19,2023-09-27,Active
1155,1054,Basic,299,2023-02-25,2023-05-29,Cancelled
1156,15,Basic,299,2024-02-27,2024-08-03,Active
1157,810,Standard,499,2022-11-03,2023-06-07,Active
1158,374,Premium,699,2024-04-11,2024-09-25,Active
1159,899,Premium,699,2024-05-09,2025-01-18,Active
1160,725,Premium,699,2023-03-21,2023-04-22,Active
1161,1783,Premium,699,2022-07-23,2022-10-17,Active
1162,83,Basic,299,2023-02-09,2023-10-12,Cancelled
1163,1846,Basic,299,2022-06-14,2022-10-23,Cancelled
1164,1966,Premium,699,2022-09-30,2022-12-29,Active
1165,1127,Standard,499,2024-03-30,2024-07-03,Active
1166,1566,Standard,499,2023-05-29,2024-01-13,Active
1167,1962,Basic,299,2024-03-22,2024-05-01,Active
1168,705,Premium,699,2022-01-14,2022-06-14,Active
1169,1700,Standard,499,2023-03-16,2024-02-14,Cancelled
1170,890,Standard,499,2022-10-24,2023-04-16,Active
1171,1559,Standard,499,2022-09-11,2023-08-23,Active
1172,1048,Basic,299,2022-09-13,2023-03-05,Cancelled
1173,1770,Standard,499,2023-12-19,2024-05-23,Active
1174,879,Basic,299,2023-05-01,2023-07-22,Cancelled
1175,1029,Premium,699,2022-07-05,2022-11-08,Cancelled
1176,1211,Premium,699,2023-10-12,2024-01-26,Active
1177,271,Standard,499,2022-02-09,2022-07-29,Cancelled
1178,1903,Basic,299,2023-03-13,2023-04-21,Active
1179,187,Basic,299,2023-01-25,2023-09-20,Active
1180,1434,Premium,699,2022-08-25,2023-01-15,Active
1181,982,Basic,299,2023-06-07,2024-02-10,Active
1182,624,Basic,299,2022-10-03,2023-05-07,Active
1183,719,Premium,699,2023-03-05,2023-08-08,Active
1184,98,Basic,299,2022-02-11,2022-03-13,Active
1185,1526,Standard,499,2022-08-06,2023-01-29,Active
1186,1861,Premium,699,2022-04-14,2022-12-20,Active
1187,1943,Standard,499,2023-01-08,2023-07-28,Active
1188,199,Premium,699,2022-01-14,2022-11-22,Cancelled
1189,267,Standard,499,2023-01-05,2023-08-08,Cancelled
1190,1207,Premium,699,2023-09-12,2024-04-19,Active
1191,566,Basic,299,2023-08-22,2024-04-04,Active
1192,218,Basic,299,2023-10-07,2024-09-09,Active
1193,1202,Premium,699,2024-04-17,2024-08-22,Active
1194,913,Basic,299,2022-03-18,2023-01-21,Active
1195,618,Premium,699,2023-05-01,2023-09-11,Active
1196,315,Basic,299,2022-05-11,2022-09-16,Active
1197,1458,Standard,499,2024-07-01,2025-05-13,Cancelled
1198,1833,Standard,499,2023-04-05,2024-03-22,Cancelled
1199,1866,Standard,499,2022-03-11,2022-12-13,Active
1200,1908,Premium,699,2024-03-20,2024-04-30,Active
1201,562,Premium,699,2024-09-17,2024-12-22,Active
1202,1958,Premium,699,2022-03-04,2022-07-09,Cancelled
1203,815,Standard,499,2023-12-03,2024-09-30,Cancelled
1204,1990,Basic,299,2022-06-19,2023-02-28,Cancelled
1205,787,Premium,699,2024-03-09,2024-10-24,Active
1206,557,Basic,299,2022-07-08,2022-08-08,Active
1207,447,Premium,699,2023-12-15,2024-01-18,Cancelled
1208,1620,Premium,699,2023-04-12,2024-01-24,Cancelled
1209,1076,Standard,499,2022-11-07,2023-03-29,Active
1210,550,Premium,699,2022-05-02,2022-08-27,Active
1211,1093,Basic,299,2022-10-26,2022-12-15,Active
1212,1930,Standard,499,2024-08-07,2024-11-13,Active
1213,1620,Basic,299,2023-10-20,2024-03-25,Cancelled
1214,431,Premium,699,2022-04-29,2022-05-29,Active
1215,1296,Premium,699,2024-09-22,2025-04-28,Active
1216,1939,Premium,699,2024-06-24,2025-05-01,Active
1217,274,Standard,499,2024-07-08,2025-06-16,Active
1218,118,Premium,699,2024-04-15,2024-05-20,Cancelled
1219,450,Premium,699,2024-09-15,2025-03-07,Active
1220,1990,Basic,299,2023-07-05,2024-05-28,Active
1221,1528,Premium,699,2023-01-27,2024-01-26,Active
1222,1283,Premium,699,2023-09-11,2024-07-19,Active
1223,906,Basic,299,2022-11-29,2023-05-15,Active
1224,1290,Standard,499,2022-06-09,2023-02-22,Active
1225,1488,Standard,499,2023-01-13,2023-04-28,Cancelled
1226,192,Standard,499,2022-07-05,2023-03-27,Active
1227,1767,Basic,299,2022-07-13,2023-05-30,Active
1228,1494,Basic,299,2023-10-26,2024-04-17,Active
1229,334,Basic,299,2024-04-17,2024-12-04,Active
1230,385,Basic,299,2022-05-27,2022-08-01,Active
1231,932,Premium,699,2024-09-20,2025-05-14,Active
1232,1079,Basic,299,2024-01-15,2024-02-20,Active
1233,774,Standard,499,2022-01-22,2022-04-18,Cancelled
1234,1564,Premium,699,2024-08-15,2024-10-06,Active
1235,1578,Basic,299,2022-10-02,2023-01-13,Cancelled
1236,1229,Basic,299,2024-03-22,2024-04-25,Cancelled
1237,218,Premium,699,2024-01-24,2024-08-14,Cancelled
1238,175,Basic,299,2022-05-23,2023-02-22,Cancelled
1239,1828,Standard,499,2024-04-15,2024-08-06,Active
1240,981,Basic,299,2022-09-07,2022-11-04,Active
1241,548,Premium,699,2023-07-11,2023-10-12,Active
1242,92,Basic,299,2023-07-12,2024-01-09,Active
1243,1816,Standard,499,2022-05-26,2022-06-25,Cancelled
1244,50,Basic,299,2023-03-14,2023-10-27,Active
1245,1343,Standard,499,2022-08-20,2023-04-03,Active
1246,1465,Basic,299,2023-05-19,2023-09-12,Cancelled
1247,460,Basic,299,2024-09-06,2025-02-27,Active
1248,1261,Standard,499,2022-05-02,2022-12-02,Cancelled
1249,1884,Basic,299,2024-07-06,2024-08-27,Active
1250,365,Standard,499,2023-06-28,2024-01-15,Active
1251,1392,Standard,499,2022-06-03,2022-12-04,Active
1252,588,Standard,499,2024-06-15,2024-09-06,Active
1253,1023,Premium,699,2023-01-13,2023-06-27,Cancelled
1254,1457,Basic,299,2024-03-18,2024-04-18,Cancelled
1255,305,Premium,699,2022-05-31,2022-12-10,Active
1256,915,Premium,699,2024-03-26,2024-12-25,Cancelled
1257,232,Premium,699,2023-03-14,2023-09-02,Active
1258,662,Basic,299,2022-07-06,2023-02-18,Active
1259,1013,Standard,499,2023-05-08,2024-01-04,Active
1260,1304,Standard,499,2022-05-22,2023-05-21,Cancelled
1261,785,Standard,499,2023-07-17,2024-04-26,Active
1262,1009,Premium,699,2023-07-04,2023-11-28,Active
1263,1190,Premium,699,2023-03-08,2024-01-01,Active
1264,1421,Premium,699,2022-08-13,2022-10-26,Active
1265,6,Basic,299,2024-05-21,2024-06-28,Active
1266,971,Basic,299,2024-08-01,2024-10-26,Active
1267,716,Standard,499,2024-05-19,2024-08-28,Active
1268,296,Premium,699,2024-09-22,2025-05-25,Active
1269,1696,Basic,299,2022-02-27,2022-06-07,Active
1270,1425,Premium,699,2022-05-27,2023-01-05,Cancelled
1271,1426,Standard,499,2023-01-16,2023-03-14,Cancelled
1272,1358,Premium,699,2022-03-17,2022-12-16,Cancelled
1273,1783,Basic,299,2022-01-31,2022-05-16,Active
1274,162,Basic,299,2022-03-20,2022-04-25,Active
1275,1667,Standard,499,2022-06-03,2022-10-04,Active
1276,287,Premium,699,2023-06-25,2023-12-25,Active
1277,1480,Standard,499,2023-03-31,2024-03-25,Active
1278,588,Basic,299,2022-06-09,2022-08-08,Cancelled
1279,66,Premium,699,2024-02-09,2024-06-06,Active
1280,23,Standard,499,2024-05-02,2025-01-03,Active
1281,1794,Standard,499,2023-07-22,2023-12-31,Cancelled
1282,1028,Standard,499,2023-12-28,2024-05-22,Active
1283,322,Standard,499,2024-09-23,2024-12-09,Active
1284,1948,Basic,299,2024-01-31,2024-06-17,Active
1285,115,Basic,299,2023-02-06,2023-06-10,Cancelled
1286,1999,Premium,699,2023-09-12,2023-11-20,Cancelled
1287,960,Standard,499,2022-11-17,2023-11-16,Active
1288,1695,Standard,499,2022-06-18,2022-08-14,Cancelled
1289,1325,Standard,499,2022-07-19,2023-01-03,Active
1290,160,Standard,499,2023-09-10,2024-03-29,Active
1291,578,Basic,299,2023-07-09,2023-10-01,Active
1292,1223,Basic,299,2024-02-14,2024-08-20,Active
1293,414,Premium,699,2024-08-09,2024-09-24,Active
1294,175,Premium,699,2023-08-02,2023-09-23,Active
1295,1619,Standard,499,2022-02-16,2022-04-11,Active
1296,1933,Standard,499,2022-01-09,2022-08-09,Cancelled
1297,1964,Standard,499,2023-05-28,2023-10-04,Active
1298,801,Premium,699,2022-12-31,2023-04-06,Cancelled
1299,200,Standard,499,2023-02-22,2023-12-06,Active
1300,1654,Basic,299,2022-01-25,2022-12-21,Cancelled
1301,977,Premium,699,2024-06-08,2024-07-27,Active
1302,311,Premium,699,2023-04-20,2023-06-29,Cancelled
1303,192,Premium,699,2022-08-26,2023-01-13,Cancelled
1304,1340,Basic,299,2024-02-27,2024-06-18,Cancelled
1305,1028,Premium,699,2024-01-17,2024-12-23,Active
1306,1906,Standard,499,2023-04-04,2023-07-10,Active
1307,738,Premium,699,2024-05-26,2025-01-31,Active
1308,1460,Premium,699,2023-02-01,2023-07-03,Active
1309,1251,Premium,699,2022-03-18,2022-07-04,Active
1310,1019,Basic,299,2024-04-04,2024-05-11,Active
1311,1783,Standard,499,2023-07-15,2023-09-27,Active
1312,932,Standard,499,2022-06-23,2022-12-21,Active
1313,574,Premium,699,2023-01-08,2023-08-06,Active
1314,367,Premium,699,2024-03-01,2024-11-21,Active
1315,970,Standard,499,2024-02-21,2024-11-03,Active
1316,288,Basic,299,2024-09-22,2025-08-09,Active
1317,745,Standard,499,2023-02-15,2023-10-12,Cancelled
1318,1879,Premium,699,2022-05-13,2023-01-23,Active
1319,1731,Premium,699,2024-09-01,2025-03-10,Active
1320,1398,Standard,499,2023-06-03,2024-02-18,Active
1321,1794,Premium,699,2022-02-13,2023-01-26,Cancelled
1322,117,Premium,699,2024-03-20,2024-08-22,Active
1323,1149,Basic,299,2022-06-08,2022-08-30,Active
1324,325,Premium,699,2023-02-13,2023-04-21,Active
1325,1791,Standard,499,2023-11-17,2024-02-02,Active
1326,960,Premium,699,2023-07-02,2024-03-26,Active
1327,370,Premium,699,2022-04-21,2022-12-10,Cancelled
1328,409,Standard,499,2022-12-03,2023-02-04,Active
1329,1238,Standard,499,2022-08-06,2023-05-06,Active
1330,931,Basic,299,2023-07-13,2023-10-30,Cancelled
1331,299,Premium,699,2022-08-07,2023-02-16,Active
1332,1232,Standard,499,2022-03-05,2022-10-06,Cancelled
1333,970,Basic,299,2022-02-25,2022-07-13,Cancelled
1334,1952,Premium,699,2023-03-10,2023-08-25,Active
1335,361,Basic,299,2022-05-26,2022-07-30,Active
1336,168,Standard,499,2024-06-13,2025-03-01,Cancelled
1337,1075,Basic,299,2023-11-17,2024-04-27,Active
1338,111,Basic,299,2024-07-05,2025-03-11,Active
1339,1543,Standard,499,2022-06-18,2022-10-27,Active
1340,859,Standard,499,2023-05-02,2024-03-01,Active
1341,330,Premium,699,2023-03-24,2023-10-21,Cancelled
1342,1169,Standard,499,2024-04-22,2024-05-27,Active
1343,1831,Premium,699,2022-07-23,2022-09-30,Cancelled
1344,1185,Premium,699,2022-05-29,2022-12-10,Active
1345,1687,Premium,699,2024-01-31,2024-08-10,Active
1346,1837,Standard,499,2024-08-14,2024-11-27,Active
1347,649,Basic,299,2024-03-22,2024-11-15,Active
1348,1480,Basic,299,2023-04-07,2023-07-10,Active
1349,1309,Premium,699,2022-04-10,2022-05-28,Active
1350,385,Standard,499,2023-12-15,2024-10-19,Cancelled
1351,1231,Standard,499,2022-08-10,2023-03-06,Active
1352,392,Premium,699,2023-08-14,2023-09-20,Active
1353,746,Basic,299,2022-11-06,2023-05-12,Active
1354,1778,Basic,299,2023-12-18,2024-09-28,Active
1355,934,Standard,499,2023-02-25,2023-09-23,Active
1356,1111,Standard,499,2023-06-20,2024-01-07,Active
1357,361,Standard,499,2023-03-15,2023-10-22,Active
1358,1219,Basic,299,2023-07-10,2024-03-19,Active
1359,1731,Premium,699,2023-12-07,2024-08-16,Active
1360,1438,Premium,699,2024-08-18,2024-11-06,Cancelled
1361,1651,Basic,299,2022-04-02,2023-03-30,Active
1362,1910,Standard,499,2022-04-17,2023-01-26,Cancelled
1363,1278,Premium,699,2022-04-13,2023-04-02,Active
1364,1191,Basic,299,2023-11-15,2024-05-11,Cancelled
1365,434,Basic,299,2024-03-06,2024-11-23,Active
1366,235,Basic,299,2024-05-26,2025-02-20,Cancelled
1367,719,Standard,499,2023-02-27,2024-02-22,Cancelled
1368,1518,Standard,499,2022-01-08,2022-08-17,Cancelled
1369,1040,Standard,499,2022-10-02,2023-03-16,Active
1370,1849,Standard,499,2023-11-21,2024-04-22,Active
1371,1862,Standard,499,2022-02-03,2022-03-12,Active
1372,1619,Standard,499,2024-05-10,2025-03-01,Cancelled
1373,1229,Standard,499,2022-12-10,2023-04-06,Cancelled
1374,881,Basic,299,2023-07-24,2024-03-10,Active
1375,1320,Standard,499,2024-04-28,2024-06-23,Cancelled
1376,1184,Standard,499,2022-05-12,2023-05-02,Active
1377,1492,Basic,299,2023-02-17,2023-08-28,Active
1378,896,Basic,299,2022-04-12,2022-07-15,Active
1379,1294,Premium,699,2024-03-14,2024-10-30,Cancelled
1380,1285,Standard,499,2024-05-07,2025-03-16,Active
1381,661,Basic,299,2022-04-06,2022-06-22,Active
1382,24,Premium,699,2024-02-28,2025-01-26,Active
1383,1266,Premium,699,2023-07-11,2023-09-19,Active
1384,52,Premium,699,2024-01-22,2024-04-27,Cancelled
1385,1300,Premium,699,2024-03-07,2024-10-06,Active
1386,1337,Basic,299,2022-11-01,2023-03-10,Active
1387,503,Premium,699,2024-03-09,2024-10-18,Cancelled
1388,1351,Basic,299,2022-10-09,2022-12-20,Cancelled
1389,1285,Basic,299,2023-10-16,2024-09-06,Cancelled
1390,228,Standard,499,2024-08-07,2025-07-08,Active
1391,291,Standard,499,2022-09-26,2023-01-26,Active
1392,1013,Standard,499,2024-07-23,2024-12-06,Active
1393,1006,Basic,299,2023-02-28,2023-05-06,Active
1394,1282,Basic,299,2022-08-04,2023-04-05,Active
1395,643,Premium,699,2024-07-19,2025-04-05,Cancelled
1396,369,Standard,499,2022-01-11,2022-05-12,Active
1397,1293,Premium,699,2024-05-25,2024-07-10,Active
1398,703,Standard,499,2023-05-11,2024-04-19,Active
1399,11,Basic,299,2023-06-19,2023-11-26,Cancelled
1400,395,Premium,699,2022-01-31,2022-12-01,Active
1401,1049,Basic,299,2022-08-10,2023-03-14,Active
1402,445,Basic,299,2022-12-02,2023-03-12,Active
1403,1491,Premium,699,2024-08-20,2024-11-22,Active
1404,987,Basic,299,2024-09-03,2024-11-19,Active
1405,1130,Premium,699,2022-10-29,2023-07-25,Cancelled
1406,1016,Standard,499,2023-06-09,2024-01-29,Cancelled
1407,513,Basic,299,2022-07-22,2023-01-11,Cancelled
1408,211,Premium,699,2024-03-23,2025-02-16,Active
1409,1627,Basic,299,2024-09-03,2025-06-09,Active
1410,914,Standard,499,2023-09-03,2024-02-19,Cancelled
1411,1276,Basic,299,2023-09-14,2024-04-27,Active
1412,1162,Standard,499,2023-01-18,2024-01-06,Cancelled
1413,921,Basic,299,2024-06-29,2024-08-15,Cancelled
1414,519,Premium,699,2023-02-24,2023-08-23,Active
1415,1797,Premium,699,2024-08-31,2025-06-28,Active
1416,62,Basic,299,2022-07-04,2023-01-15,Active
1417,381,Standard,499,2022-09-09,2022-11-15,Active
1418,762,Standard,499,2022-05-29,2022-12-05,Active
1419,653,Premium,699,2022-01-12,2022-07-29,Active
1420,1163,Standard,499,2024-07-09,2024-12-05,Active
1421,790,Standard,499,2023-09-09,2024-01-25,Active
1422,211,Premium,699,2022-10-12,2023-09-18,Cancelled
1423,1654,Premium,699,2022-03-18,2023-02-04,Cancelled
1424,864,Premium,699,2024-02-14,2024-10-23,Active
1425,656,Basic,299,2022-07-21,2022-09-14,Cancelled
1426,1022,Basic,299,2022-10-09,2023-06-11,Active
1427,928,Basic,299,2023-09-08,2024-03-23,Active
1428,485,Premium,699,2022-01-22,2022-07-16,Active
1429,1605,Premium,699,2022-01-05,2022-09-28,Active
1430,1724,Standard,499,2022-02-07,2022-12-07,Cancelled
1431,81,Standard,499,2023-10-23,2023-11-30,Active
1432,195,Standard,499,2024-01-11,2024-07-13,Active
1433,1544,Standard,499,2023-02-14,2023-04-25,Active
1434,642,Standard,499,2023-09-20,2023-11-13,Active
1435,1427,Standard,499,2023-05-21,2024-05-13,Cancelled
1436,249,Standard,499,2024-08-18,2025-07-30,Active
1437,459,Basic,299,2024-04-25,2024-05-30,Active
1438,662,Premium,699,2024-01-12,2024-09-21,Active
1439,181,Basic,299,2024-01-12,2024-08-17,Cancelled
1440,1101,Basic,299,2024-08-14,2024-10-09,Active
1441,1608,Basic,299,2022-04-24,2022-06-17,Cancelled
1442,154,Standard,499,2022-12-04,2023-11-12,Cancelled
1443,778,Standard,499,2023-12-17,2024-04-12,Cancelled
1444,1195,Standard,499,2022-05-03,2022-08-05,Active
1445,304,Premium,699,2024-06-28,2025-02-24,Active
1446,1369,Basic,299,2023-06-19,2024-04-14,Active
1447,979,Premium,699,2023-05-17,2023-11-06,Active
1448,1497,Standard,499,2022-08-20,2022-11-05,Active
1449,607,Premium,699,2022-03-26,2022-10-22,Active
1450,1788,Basic,299,2023-11-07,2024-11-02,Cancelled
1451,422,Premium,699,2022-03-21,2022-05-28,Cancelled
1452,124,Basic,299,2022-01-14,2022-06-03,Active
1453,789,Basic,299,2023-05-15,2023-08-06,Active
1454,1668,Premium,699,2024-02-19,2024-12-15,Active
1455,642,Standard,499,2023-12-27,2024-09-14,Active
1456,1737,Premium,699,2022-04-19,2022-07-24,Active
